725.0000	116.0000
739.5000	119.5000
735.5000	95.5000
751.5000	100.8333
766.1667	84.8333
771.5000	104.8333
812.8334	80.8333
816.8334	118.1667
836.8334	136.8333
803.5000	150.1667
876.8334	142.1667
864.8334	91.5000
896.8334	95.5000
931.5000	92.8333
784.8334	150.1667
727.5000	179.5000
730.1667	208.8333
815.5000	186.1667
810.1667	212.8333
818.1667	230.1667
828.8334	219.5000
840.8334	208.8333
875.5000	183.5000
886.1667	196.8333
880.8334	168.8333
895.5000	168.8333
920.8333	150.1667
942.1667	180.8333
970.1667	180.8333
983.5000	199.5000
988.8334	146.1667
1008.8334	152.8333
1012.8334	206.1667
1012.8334	223.5000
1030.1666	188.8333
1052.8334	158.1667
1066.1666	178.1667
1072.8334	202.1667
1064.8334	208.8333
1087.5000	191.5000
1048.8334	234.1667
1035.5000	244.8333
992.8334	232.8333
992.8334	244.8333
911.5000	224.8333
892.8334	251.5000
928.8333	266.1667
962.1667	264.8333
1028.8334	284.8333
1082.1666	286.1667
1146.1666	220.8333
1163.5000	212.8333
1191.5000	226.1667
1203.5000	230.1667
1204.8334	246.1667
1215.5000	268.8333
1246.1667	258.1667
1267.5000	287.5000
1319.5000	356.8333
1302.1667	411.5000
1259.5000	422.1667
1235.5000	412.8333
1226.1666	406.1667
1235.5000	372.8333
1195.5000	408.8333
1176.8334	354.1667
1146.1666	378.1667
1132.8334	378.1667
1164.8334	404.8333
1139.5000	415.5000
1122.1666	403.5000
1139.5000	351.5000
1144.8334	340.8333
1150.1666	324.8333
1118.1666	318.1667
1078.1666	351.5000
1058.1666	352.8333
1072.8334	372.8333
1079.5000	395.5000
1060.8334	402.1667
1031.5000	384.8333
1027.5000	416.8333
1039.5000	434.1667
1056.8334	447.5000
1031.5000	451.5000
1023.5000	460.8333
998.1666	400.8333
980.8334	388.8333
987.5000	374.1667
959.5000	415.5000
915.5000	374.1667
935.5000	319.5000
968.8334	322.1667
976.8334	318.1667
872.8334	295.5000
834.1667	266.1667
828.8334	271.5000
818.1667	283.5000
816.8334	308.8333
792.8334	312.8333
810.1667	346.1667
846.1667	343.5000
864.8334	347.5000
871.5000	358.1667
854.1667	364.8333
848.8334	370.1667
844.8334	395.5000
822.1667	396.8333
791.5000	372.8333
770.1667	386.1667
786.1667	404.8333
739.5000	394.1667
748.8333	339.5000
743.5000	344.8333
722.1667	336.8333
695.5000	319.5000
750.1667	287.5000
720.8333	267.5000
663.5000	255.5000
648.8333	260.8333
612.8333	270.1667
598.1667	287.5000
624.8333	186.1667
582.1667	164.8333
579.5000	130.1667
560.8333	131.5000
603.5000	111.5000
538.1667	116.8333
523.5000	140.8333
416.8333	190.1667
411.5000	178.1667
434.1666	186.1667
511.5000	212.8333
483.5000	259.5000
450.1666	275.5000
460.8333	320.8333
452.8333	338.1667
435.5000	338.1667
412.8333	358.1667
399.5000	364.8333
390.1666	352.8333
360.8333	326.1667
351.5000	294.1667
354.1667	247.5000
312.8333	291.5000
327.5000	346.1667
292.8333	319.5000
284.8333	306.1667
267.5000	308.8333
339.5000	411.5000
323.5000	444.8333
291.5000	430.1667
264.8333	435.5000
260.8333	475.5000
250.1667	519.5000
214.1667	504.8333
226.1667	496.8333
195.5000	494.1667
191.5000	392.8333
132.8333	507.5000
123.5000	531.5000
115.5000	543.5000
122.1667	574.1667
118.1667	566.1667
114.1667	570.1667
147.5000	547.5000
190.1667	543.5000
168.8333	575.5000
170.1667	611.5000
202.1667	579.5000
214.1667	603.5000
239.5000	595.5000
247.5000	598.1666
251.5000	576.8333
283.5000	590.1667
327.5000	564.8333
346.1667	575.5000
346.1667	527.5000
328.8333	508.8333
326.1667	500.8333
320.8333	514.1667
376.8333	494.1667
415.5000	507.5000
426.1667	520.8333
432.8333	480.8333
407.5000	476.8333
412.8333	460.8333
443.5000	422.1667
424.8333	411.5000
443.5000	408.8333
460.8333	415.5000
478.1667	412.8333
476.8333	378.1667
442.1667	379.5000
423.5000	396.8333
518.1667	408.8333
544.8333	438.1667
503.5000	435.5000
491.5000	439.5000
491.5000	458.1667
480.8333	467.5000
559.5000	378.1667
572.8333	374.1667
600.8333	351.5000
636.8334	327.5000
658.1667	350.1667
659.5000	388.8333
635.5000	384.8333
598.1667	427.5000
680.8334	406.1667
694.1667	435.5000
716.8334	407.5000
599.5000	442.1667
1271.5000	443.5000
1234.1666	452.8333
1243.5000	435.5000
1212.8333	460.8333
1238.1666	476.8333
1242.1666	494.1667
1247.5000	484.8333
1260.8333	478.1667
1270.1666	498.1667
1322.1666	502.1667
1336.8333	511.5000
1344.8333	496.8333
1340.8333	455.5000
1388.8333	451.5000
1392.8333	464.8333
1366.1666	410.1667
1362.1666	412.8333
1358.1666	519.5000
1380.8333	522.1667
1388.8333	550.1667
1403.5000	552.8333
1411.5000	570.1667
1422.1666	576.8333
1443.5000	611.5000
1459.5000	612.8333
1391.5000	603.5000
1328.8333	610.1666
1300.8333	554.1667
1310.1666	524.8333
1274.1666	528.8333
1247.5000	560.8333
1255.5000	584.8333
1270.1666	575.5000
1266.1666	602.1666
1288.8333	600.8333
1300.8333	622.1666
1302.1666	652.8333
1315.5000	676.8333
1315.5000	691.5000
1358.1666	708.8333
1372.8333	680.8333
1388.8333	676.8333
1383.5000	715.5000
1399.5000	726.1666
1435.5000	775.5000
1424.8333	854.1666
1436.8333	848.8333
1404.8333	854.1666
1384.8333	838.1666
1368.8333	816.8333
1338.1666	808.8333
1307.5000	795.5000
1316.8333	786.1666
1303.5000	778.1666
1287.5000	723.5000
1259.5000	708.8333
1212.8333	696.8333
1247.5000	650.1666
1242.1666	616.8333
1227.5000	616.8333
1219.5000	596.8333
1203.5000	586.1667
1187.5000	590.1667
1206.1666	554.1667
1179.5000	555.5000
1184.8333	546.1667
1184.8333	530.1667
1164.8333	534.1667
1174.1666	516.8333
1196.8333	484.8333
1115.5000	478.1667
1115.5000	490.1667
1114.1666	519.5000
1115.5000	534.1667
1100.8334	527.5000
1088.8334	494.1667
1140.8333	564.8333
1136.8334	590.1667
1154.1666	606.1666
1144.8333	612.8333
1155.5000	622.1666
1142.1666	636.8333
1086.1666	588.8333
1066.1666	572.8333
1071.5000	539.5000
1040.8334	515.5000
1012.8334	511.5000
1012.8334	491.5000
992.8334	491.5000
980.8334	467.5000
971.5000	459.5000
976.8334	455.5000
990.1667	451.5000
960.8334	462.1667
960.8334	470.1667
944.8334	452.8333
932.8334	440.8333
916.8334	415.5000
908.8334	414.1667
883.5000	416.8333
904.8334	428.8333
899.5000	451.5000
932.8334	467.5000
862.1667	455.5000
835.5000	419.5000
822.1667	428.8333
812.8334	444.8333
776.8334	454.1667
784.8334	455.5000
794.1667	467.5000
772.8334	472.8333
736.8334	436.8333
726.1667	452.8333
718.1667	467.5000
684.8334	476.8333
698.1667	504.8333
718.1667	504.8333
722.1667	510.1667
752.8334	510.1667
791.5000	500.8333
798.1667	486.1667
827.5000	483.5000
828.8334	502.1667
843.5000	527.5000
847.5000	540.8333
840.8334	559.5000
843.5000	556.8333
820.8334	546.1667
783.5000	542.1667
754.1667	551.5000
774.1667	574.1667
798.1667	583.5000
734.1667	531.5000
724.8334	524.8333
700.8334	540.8333
699.5000	531.5000
683.5000	544.8333
667.5000	528.8333
664.8334	512.8333
656.8334	491.5000
647.5000	495.5000
624.8333	518.1667
642.1667	540.8333
643.5000	568.8333
651.5000	603.5000
650.1667	634.1666
589.5000	513.5000
577.5000	533.0000
561.0000	533.5000
535.5000	526.5000
541.0000	508.5000
617.5000	582.5000
601.5000	568.0000
616.0000	604.5000
624.0000	608.5000
620.5000	615.5000
610.5000	616.5000
611.5000	631.0000
586.5000	615.0000
580.0000	602.0000
583.0000	589.0000
562.0000	589.5000
591.5000	637.0000
543.0000	568.0000
552.0000	563.0000
519.0000	570.0000
521.5000	583.5000
503.0000	587.5000
533.0000	588.5000
543.0000	601.0000
551.0000	618.0000
521.0000	605.0000
478.5000	599.0000
489.0000	608.5000
483.5000	615.5000
456.5000	602.5000
437.5000	600.5000
430.5000	622.0000
465.5000	649.0000
460.0000	663.0000
455.5000	673.5000
447.0000	676.5000
427.0000	662.0000
440.0000	686.5000
442.0000	694.5000
434.0000	699.0000
413.5000	689.5000
386.0000	688.5000
419.5000	707.5000
433.0000	725.0000
450.5000	737.5000
417.5000	744.5000
411.0000	728.0000
389.0000	721.0000
374.0000	706.5000
396.0000	650.0000
364.5000	639.0000
356.0000	617.5000
267.5000	627.5000
268.5000	642.5000
286.5000	643.5000
293.5000	662.5000
304.5000	648.5000
324.5000	637.5000
327.5000	667.5000
305.5000	674.5000
302.5000	692.5000
287.5000	678.5000
244.5000	674.5000
221.5000	641.5000
208.5000	632.5000
207.5000	618.5000
186.5000	621.5000
182.5000	627.5000
176.5000	634.5000
163.5000	640.5000
155.5000	627.5000
138.5000	636.5000
123.5000	617.5000
137.5000	654.5000
134.5000	668.5000
99.5000	636.5000
92.5000	609.5000
88.5000	613.5000
82.5000	587.5000
83.5000	601.5000
93.5000	679.5000
102.5000	696.5000
116.5000	689.5000
165.5000	715.5000
169.5000	695.5000
158.5000	749.5000
181.5000	744.5000
197.5000	741.5000
196.5000	707.5000
203.5000	664.5000
198.5000	764.5000
228.5000	718.5000
231.5000	702.5000
219.5000	686.5000
265.5000	724.5000
277.5000	731.5000
279.5000	742.5000
313.5000	740.5000
